date,country,course,off_time,race_name,race_type,race_class,distance,distance_furlongs,going,surface,number_of_runners,card_number,position,draw,horse_id,horse,age,sex,weight_carried_lbs,sp_dec,jockey,trainer,prize,official_rating,sire,dam,damsire
2023-06-23,IRE,Limerick,19:55,Limerick Racecourse Apprentice Handicap,Flat,nan,1m3½f,11.5f,Yielding,Turf,16,3,3.0,17,3877148,Riyami (IRE),4,G,141,15.0,Daniel King,Denis Gerard Hogan,,64.0,Fastnet Rock (AUS),Riyaba (IRE),Dalakhani
2023-06-23,IRE,Limerick,19:55,Limerick Racecourse Apprentice Handicap,Flat,nan,1m3½f,11.5f,Yielding,Turf,16,2,4.0,7,3877141,Chatterbox (IRE),4,F,137,13.0,Conor Stone-Walsh,John Joseph Murphy,,64.0,Fast Company (IRE),Kiss Goodnight (IRE),Papal Bull
2023-06-23,IRE,Limerick,19:55,Limerick Racecourse Apprentice Handicap,Flat,nan,1m3½f,11.5f,Yielding,Turf,16,7,5.0,12,2844567,Slieve Bearnagh (IRE),6,G,127,29.0,Marcelino Rodrigues,M Halford & T Collins,,52.0,Zoffany (IRE),Angels Story (IRE),Galileo
2023-06-23,IRE,Limerick,19:55,Limerick Racecourse Apprentice Handicap,Flat,nan,1m3½f,11.5f,Yielding,Turf,16,12,6.0,15,1106002,Itsalonglongroad (GB),9,G,119,34.0,Tom Kiely-Marshall,Charles Coakley,,49.0,Lawman (FR),Alabelle (GB),Galileo
2023-06-23,IRE,Limerick,19:55,Limerick Racecourse Apprentice Handicap,Flat,nan,1m3½f,11.5f,Yielding,Turf,16,14,7.0,14,3826123,Tory Reel (IRE),4,G,126,9.0,Cian MacRedmond,Eoin Christopher McCarthy,,49.0,Highland Reel (IRE),Erytheis (USA),Theatrical
2023-06-23,IRE,Limerick,19:55,Limerick Racecourse Apprentice Handicap,Flat,nan,1m3½f,11.5f,Yielding,Turf,16,1,8.0,11,3877143,Celtic Revival (IRE),4,G,138,12.0,James Ryan,Edward Lynam,,65.0,Sea The Stars (IRE),Miss Elizabeth (IRE),Intense Focus
2023-06-23,IRE,Limerick,19:55,Limerick Racecourse Apprentice Handicap,Flat,nan,1m3½f,11.5f,Yielding,Turf,16,11,9.0,8,4249785,Fond Farewell (IRE),4,G,127,3.5,Jamie Powell,John Joseph Murphy,,50.0,Vadamos (FR),Sabaidee (IRE),Beat Hollow
2023-06-23,IRE,Limerick,19:55,Limerick Racecourse Apprentice Handicap,Flat,nan,1m3½f,11.5f,Yielding,Turf,16,4,10.0,6,1565302,Chilean (GB),8,G,129,13.0,Yudish Geerdharry,Luke Comer,,59.0,Iffraaj (GB),Childa (IRE),Duke Of Marmalade
2023-06-23,IRE,Limerick,19:55,Limerick Racecourse Apprentice Handicap,Flat,nan,1m3½f,11.5f,Yielding,Turf,16,8,11.0,10,3497292,Bayou Belle (IRE),4,F,121,15.0,Neve Bennett,Jarlath P Fahey,,51.0,Buratino (IRE),Firecrown (IRE),Iffraaj
2023-06-23,IRE,Limerick,19:55,Limerick Racecourse Apprentice Handicap,Flat,nan,1m3½f,11.5f,Yielding,Turf,16,16,12.0,1,2201756,Magi Gal (IRE),7,M,117,26.0,Kyanna Van Buuren,John C McConnell,,47.0,Magician (IRE),Inspeight Of Her (USA),Speightstown
2023-06-23,IRE,Limerick,19:55,Limerick Racecourse Apprentice Handicap,Flat,nan,1m3½f,11.5f,Yielding,Turf,16,13,13.0,19,4580260,Notturno (IRE),3,G,126,6.5,Adam Caffrey,Noel Meade,,62.0,Zoffany (IRE),Albarouche (GB),Sadlers Wells
2023-06-23,IRE,Limerick,19:55,Limerick Racecourse Apprentice Handicap,Flat,nan,1m3½f,11.5f,Yielding,Turf,16,5,14.0,2,2685604,Bigz Belief (IRE),6,G,129,5.0,Jack Cleary,Matthew J Smith,,56.0,Make Believe (GB),Manaka (FR),Falco
2023-06-23,IRE,Limerick,19:55,Limerick Racecourse Apprentice Handicap,Flat,nan,1m3½f,11.5f,Yielding,Turf,16,6,15.0,4,4286042,White Strand (IRE),4,G,126,34.0,Cian Horgan,T Hogan,,56.0,Alhebayeb (IRE),Sand N Sea (IRE),Desert Story
2023-06-23,IRE,Limerick,19:55,Limerick Racecourse Apprentice Handicap,Flat,nan,1m3½f,11.5f,Yielding,Turf,16,15,16.0,13,4249782,Fan Na Tiobratan (IRE),4,F,117,81.0,Kyle McHugh,Ruaidhri Joseph Tierney,,47.0,Fast Company (IRE),Cionn Tsaile (IRE),Tagula
2023-06-23,IRE,Limerick,18:45,Ballyduane Stud Handicap,Flat,nan,1m,8f,Yielding,Turf,15,11,1.0,1,4303527,Amemri (GB),3,F,129,6.5,Luke McAteer,David Marnane,,52.0,Time Test (GB),Dularame (IRE),Pivotal
2023-06-23,IRE,Limerick,18:45,Ballyduane Stud Handicap,Flat,nan,1m,8f,Yielding,Turf,15,7,2.0,17,4418025,Master Garvey (IRE),3,G,130,6.5,Cian MacRedmond,Joseph Anthony Murray,,58.0,Dragon Pulse (IRE),Free Lance (IRE),Grand Lodge
2023-06-23,IRE,Limerick,18:45,Ballyduane Stud Handicap,Flat,nan,1m,8f,Yielding,Turf,15,3,3.0,14,4368553,Miss Yvonne (IRE),3,F,139,8.5,Mikey Sheehy,Mrs John Harrington,,62.0,Churchill (IRE),Bright Snow (USA),Gulch
2023-06-23,IRE,Limerick,18:45,Ballyduane Stud Handicap,Flat,nan,1m,8f,Yielding,Turf,15,16,4.0,15,4328565,Water Mint (IRE),3,F,117,17.0,Tom Kiely-Marshall,Joseph G Murphy,,47.0,Fast Company (IRE),Kafaala (IRE),Shamardal
2023-06-23,IRE,Limerick,18:45,Ballyduane Stud Handicap,Flat,nan,1m,8f,Yielding,Turf,15,4,5.0,11,4303536,Western Cape (IRE),3,G,139,8.5,Seamie Heffernan,Denis Gerard Hogan,,62.0,Footstepsinthesand (GB),Caped Lady (IRE),Cape Cross
2023-06-23,IRE,Limerick,18:45,Ballyduane Stud Handicap,Flat,nan,1m,8f,Yielding,Turf,15,8,6.0,7,4755579,Cherry Pink (IRE),3,F,128,9.0,Adam Caffrey,M Halford & T Collins,,56.0,Elzaam (AUS),Esmaggie (GB),Muhtathir
2023-06-23,IRE,Limerick,18:45,Ballyduane Stud Handicap,Flat,nan,1m,8f,Yielding,Turf,15,15,7.0,4,4904815,Tasmanian Girl (IRE),3,F,117,34.0,Yudish Geerdharry,Aengus King,,47.0,Australia (GB),Blueberry Gal (IRE),Bushranger
2023-06-23,IRE,Limerick,18:45,Ballyduane Stud Handicap,Flat,nan,1m,8f,Yielding,Turf,15,14,8.0,6,4597191,Happenstance (IRE),3,C,117,15.0,Alan Persse,Patrick J Flynn,,47.0,Camacho (GB),Adelasia (IRE),Iffraaj
2023-06-23,IRE,Limerick,18:45,Ballyduane Stud Handicap,Flat,nan,1m,8f,Yielding,Turf,15,17,9.0,8,4363038,Summer Snow (IRE),3,F,133,13.0,Robert Whearty,Ross OSullivan,,63.0,El Kabeir (USA),Chute Hall Lady (IRE),Dark Angel
2023-06-23,IRE,Limerick,18:45,Ballyduane Stud Handicap,Flat,nan,1m,8f,Yielding,Turf,15,5,10.0,3,4622417,Elmo Lincoln (IRE),3,G,138,13.0,Nathan Crosse,W McCreery,,61.0,Bungle Inthejungle (GB),Moving Heart (IRE),Anabaa
2023-06-23,IRE,Limerick,18:45,Ballyduane Stud Handicap,Flat,nan,1m,8f,Yielding,Turf,15,2,11.0,2,4440442,Laudable (GB),3,G,132,23.0,Conor Stone-Walsh,John Joseph Murphy,,62.0,Havana Gold (IRE),Pink Flames (IRE),Redback
2023-06-23,IRE,Limerick,18:45,Ballyduane Stud Handicap,Flat,nan,1m,8f,Yielding,Turf,15,1,12.0,19,5045985,Pascalia (IRE),3,F,140,7.5,Ben Coen,J P Murtagh,,63.0,Churchill (IRE),Paddy Again (IRE),Moss Vale
2023-06-23,IRE,Limerick,18:45,Ballyduane Stud Handicap,Flat,nan,1m,8f,Yielding,Turf,15,13,13.0,13,4389430,Hilltops Bear (IRE),3,G,118,34.0,James Ryan,James McAuley,,48.0,Kodi Bear (IRE),Dance Express (IRE),Rail Link
2023-06-23,IRE,Limerick,18:45,Ballyduane Stud Handicap,Flat,nan,1m,8f,Yielding,Turf,15,6,14.0,9,4657072,Below Deck (IRE),3,F,130,51.0,Cian Horgan,Luke Comer,,60.0,Second Thought (IRE),Cookie Crumbles (IRE),Bahamian Bounty
2023-06-23,IRE,Limerick,18:45,Ballyduane Stud Handicap,Flat,nan,1m,8f,Yielding,Turf,15,9,15.0,18,4313183,Monnow Valley (GB),3,G,132,10.0,Rory Cleary,Damian Joseph English,,55.0,Oasis Dream (GB),Hairspray (GB),Bahamian Bounty
2023-06-23,IRE,Limerick,17:08,Family Fun Day June 24th Appreciation Apprentice Claiming Race,Flat,nan,6½f,6.5f,Yielding To Soft,Turf,8,3,1.0,2,1956497,Big Baby Bull (IRE),7,G,130,2.62,Kyle McHugh,Denis Gerard Hogan,,76.0,Tagula (IRE),Grotta Del Fauno (IRE),Galileo
2023-06-23,IRE,Limerick,17:08,Family Fun Day June 24th Appreciation Apprentice Claiming Race,Flat,nan,6½f,6.5f,Yielding To Soft,Turf,8,5,2.0,7,2820351,Is That Love (IRE),6,G,133,3.0,Adam Caffrey,Adrian McGuinness,,72.0,Es Que Love (IRE),Winnifred (GB),Green Desert
2023-06-23,IRE,Limerick,17:08,Family Fun Day June 24th Appreciation Apprentice Claiming Race,Flat,nan,6½f,6.5f,Yielding To Soft,Turf,8,1,3.0,3,4423973,Elephant John (IRE),5,G,140,34.0,Daniel King,Peter McCreery,,72.0,Morpheus (GB),Aussie Opera (IRE),Aussie Rules
2023-06-23,IRE,Limerick,17:08,Family Fun Day June 24th Appreciation Apprentice Claiming Race,Flat,nan,6½f,6.5f,Yielding To Soft,Turf,8,2,4.0,6,964927,Tai Sing Yeh (IRE),9,G,139,4.5,Jamie Powell,James McAuley,,73.0,Exceed And Excel (AUS),Cherry Orchard (IRE),Kings Best
2023-06-23,IRE,Limerick,17:08,Family Fun Day June 24th Appreciation Apprentice Claiming Race,Flat,nan,6½f,6.5f,Yielding To Soft,Turf,8,7,5.0,1,3638596,Yester (IRE),7,G,125,19.0,Mr C McConnell,John C McConnell,,61.0,Kodiac (GB),Constellation (GB),Cape Cross
2023-06-23,IRE,Limerick,17:08,Family Fun Day June 24th Appreciation Apprentice Claiming Race,Flat,nan,6½f,6.5f,Yielding To Soft,Turf,8,6,6.0,5,3075264,Sin E Shekells (GB),6,G,125,12.0,Oisin Enright,J G Murray,,43.0,Bated Breath (GB),Meddling (GB),Halling
2023-06-23,IRE,Limerick,17:08,Family Fun Day June 24th Appreciation Apprentice Claiming Race,Flat,nan,6½f,6.5f,Yielding To Soft,Turf,8,8,7.0,9,1897202,Zig Zag Zyggy (IRE),8,G,131,23.0,Cian MacRedmond,Adrian McGuinness,,51.0,The Carbon Unit (USA),Dancing Cosmos (IRE),Holy Roman Emperor
2023-06-23,IRE,Limerick,17:08,Family Fun Day June 24th Appreciation Apprentice Claiming Race,Flat,nan,6½f,6.5f,Yielding To Soft,Turf,8,4,8.0,8,3269846,Nine Tales (IRE),5,G,129,23.0,Cian Horgan,Ray Hackett,,65.0,Kingman (GB),Sotka (GB),Dutch Art
2023-06-23,IRE,Limerick,18:15,Ryans Cleaning Event Specialists Maiden,Flat,nan,1m,8f,Yielding To Soft,Turf,16,3,1.0,16,4568932,Farnborough (IRE),3,C,134,1.5,Seamie Heffernan,A P OBrien,,85.0,Galileo (IRE),Sing Softly (USA),Hennessy
2023-06-23,IRE,Limerick,18:15,Ryans Cleaning Event Specialists Maiden,Flat,nan,1m,8f,Yielding To Soft,Turf,16,15,2.0,19,4215665,Machnamh (IRE),3,F,129,4.0,Rory Cleary,J S Bolger,,77.0,Teofilo (IRE),Verbosity (IRE),Vocalised
2023-06-23,IRE,Limerick,18:15,Ryans Cleaning Event Specialists Maiden,Flat,nan,1m,8f,Yielding To Soft,Turf,16,14,3.0,6,4650592,Emotivo (IRE),3,F,129,7.0,Ben Coen,Henry De Bromhead,,83.0,Belardo (IRE),Tsaritsa (IRE),Shirocco
2023-06-23,IRE,Limerick,18:15,Ryans Cleaning Event Specialists Maiden,Flat,nan,1m,8f,Yielding To Soft,Turf,16,1,4.0,4,4477751,Bottlersecret (IRE),3,G,129,51.0,Cian MacRedmond,Ciaran Murphy,,,Dragon Pulse (IRE),Himiko (IRE),Aussie Rules
2023-06-23,IRE,Limerick,18:15,Ryans Cleaning Event Specialists Maiden,Flat,nan,1m,8f,Yielding To Soft,Turf,16,4,5.0,1,4979947,Firm Handshake (IRE),3,G,134,15.0,Gary Halpin,W McCreery,,75.0,Kodi Bear (IRE),Top Row (GB),Observatory
2023-06-23,IRE,Limerick,18:15,Ryans Cleaning Event Specialists Maiden,Flat,nan,1m,8f,Yielding To Soft,Turf,16,12,6.0,15,5036830,Status Green (IRE),3,G,127,81.0,Tom Kiely-Marshall,Joseph G Murphy,,,Le Havre (IRE),Namibie (GB),Dark Angel
2023-06-23,IRE,Limerick,18:15,Ryans Cleaning Event Specialists Maiden,Flat,nan,1m,8f,Yielding To Soft,Turf,16,9,7.0,3,4996605,New Route (IRE),3,G,134,29.0,Rachael Blackmore,Ross OSullivan,,,New Bay (GB),Deux Saisons (GB),Chineur
2023-06-23,IRE,Limerick,18:15,Ryans Cleaning Event Specialists Maiden,Flat,nan,1m,8f,Yielding To Soft,Turf,16,11,8.0,9,4522960,Sparkit (IRE),3,G,127,81.0,Amy Jo Hayes,Andrew Slattery,,,Fast Company (IRE),Kindling (GB),Dr Fong
2023-06-23,IRE,Limerick,18:15,Ryans Cleaning Event Specialists Maiden,Flat,nan,1m,8f,Yielding To Soft,Turf,16,16,9.0,10,5073321,Rival Queen (IRE),3,F,129,15.0,Mikey Sheehy,Joseph Patrick OBrien,,,Showcasing (GB),Affectionately (GB),Galileo
2023-06-23,IRE,Limerick,18:15,Ryans Cleaning Event Specialists Maiden,Flat,nan,1m,8f,Yielding To Soft,Turf,16,5,10.0,13,5092888,Gallo Dell Cielo (IRE),3,G,124,201.0,Robyn Donaghue-Leahy,Patrick J Flynn,,,Finsceal Fior (IRE),Art Scene (IRE),Excellent Art
2023-06-23,IRE,Limerick,18:15,Ryans Cleaning Event Specialists Maiden,Flat,nan,1m,8f,Yielding To Soft,Turf,16,13,11.0,17,5036827,Annie (IRE),3,F,124,51.0,Adam Caffrey,James Andrew Fahey,,,Requinto (IRE),Madame Nobel (IRE),Alfred Nobel
2023-06-23,IRE,Limerick,18:15,Ryans Cleaning Event Specialists Maiden,Flat,nan,1m,8f,Yielding To Soft,Turf,16,10,12.0,18,5092891,Saffronandblue (IRE),3,G,134,51.0,Luke McAteer,Martin Brassil,,,Fast Company (IRE),Red Riddle (IRE),Verglas
2023-06-23,IRE,Limerick,18:15,Ryans Cleaning Event Specialists Maiden,Flat,nan,1m,8f,Yielding To Soft,Turf,16,6,13.0,14,5102050,Highland Sam (IRE),3,G,127,126.0,Alan Persse,Patrick J Flynn,,,Highland Reel (IRE),Samya (GB),Invincible Spirit
2023-06-23,IRE,Limerick,18:15,Ryans Cleaning Event Specialists Maiden,Flat,nan,1m,8f,Yielding To Soft,Turf,16,8,14.0,7,5139916,Navajo River (IRE),3,C,134,81.0,Nathan Crosse,Luke Comer,,,Kargali (IRE),Isle Of Beauty (GB),Refuse To Bend
2023-06-23,IRE,Limerick,18:15,Ryans Cleaning Event Specialists Maiden,Flat,nan,1m,8f,Yielding To Soft,Turf,16,7,15.0,2,5139915,Im Ghosted (IRE),3,G,127,101.0,James Ryan,P A Fahy,,,Portage (IRE),Black Belt (IRE),Big Bad Bob
2023-06-23,IRE,Limerick,18:15,Ryans Cleaning Event Specialists Maiden,Flat,nan,1m,8f,Yielding To Soft,Turf,16,2,16.0,12,5111617,Eagles Reign (IRE),3,G,129,81.0,Jamie Powell,Ross OSullivan,,,Gleneagles (IRE),Nacre (JPN),Deep Impact
2023-06-23,IRE,Limerick,19:20,Tally Ho Stud Irish EBF Martin Molony Stakes,Flat,Class 1,1m4½f,12.5f,Yielding,Turf,11,1,1.0,7,2768754,Layfayette (IRE),6,G,135,2.88,Seamie Heffernan,Noel Meade,,109.0,French Navy (GB),Scala Romana (IRE),Holy Roman Emperor
2023-06-23,IRE,Limerick,19:20,Tally Ho Stud Irish EBF Martin Molony Stakes,Flat,Class 1,1m4½f,12.5f,Yielding,Turf,11,6,2.0,11,3880927,Term Of Endearment (GB),4,F,130,4.5,Rachael Blackmore,Henry De Bromhead,,100.0,Sea The Moon (GER),Miss You Too (GB),Montjeu
2023-06-23,IRE,Limerick,19:20,Tally Ho Stud Irish EBF Martin Molony Stakes,Flat,Class 1,1m4½f,12.5f,Yielding,Turf,11,9,3.0,1,4449866,Serious Challenge (IRE),3,G,124,12.0,Rory Cleary,J S Bolger,,97.0,Fracas (IRE),Dushlan (IRE),New Approach
2023-06-23,IRE,Limerick,19:20,Tally Ho Stud Irish EBF Martin Molony Stakes,Flat,Class 1,1m4½f,12.5f,Yielding,Turf,11,10,4.0,8,4352821,Amusement (IRE),3,F,119,13.0,Killian Leonard,Donnacha Aidan OBrien,,89.0,Galileo (IRE),Rock Orchid (IRE),Fastnet Rock
2023-06-23,IRE,Limerick,19:20,Tally Ho Stud Irish EBF Martin Molony Stakes,Flat,Class 1,1m4½f,12.5f,Yielding,Turf,11,8,5.0,10,4522952,New Variant (IRE),3,G,124,12.0,Luke McAteer,J S Bolger,,98.0,New Approach (IRE),Global Reach (IRE),Galileo
2023-06-23,IRE,Limerick,19:20,Tally Ho Stud Irish EBF Martin Molony Stakes,Flat,Class 1,1m4½f,12.5f,Yielding,Turf,11,5,6.0,12,3646530,Kerkiyra (IRE),4,F,130,9.0,Ben Coen,J P Murtagh,,100.0,Siyouni (FR),Kerisa (IRE),Azamour
2023-06-23,IRE,Limerick,19:20,Tally Ho Stud Irish EBF Martin Molony Stakes,Flat,Class 1,1m4½f,12.5f,Yielding,Turf,11,7,7.0,3,3573478,Venice Biennale (IRE),5,M,130,13.0,Jamie Powell,John Joseph Murphy,,92.0,Farhh (GB),Art Festival (GB),New Approach
2023-06-23,IRE,Limerick,19:20,Tally Ho Stud Irish EBF Martin Molony Stakes,Flat,Class 1,1m4½f,12.5f,Yielding,Turf,11,11,8.0,9,4420127,High Chieftess (IRE),3,F,119,17.0,Jack Cleary,A P OBrien,,,Galileo (IRE),Tiggy Wiggy (IRE),Kodiac
2023-06-23,IRE,Limerick,19:20,Tally Ho Stud Irish EBF Martin Molony Stakes,Flat,Class 1,1m4½f,12.5f,Yielding,Turf,11,4,9.0,5,4368556,Blazing Skies (IRE),4,F,130,29.0,Nathan Crosse,W McCreery,,89.0,Dark Angel (IRE),The Sky Is Blazing (IRE),Sea The Stars
2023-06-23,IRE,Limerick,19:20,Tally Ho Stud Irish EBF Martin Molony Stakes,Flat,Class 1,1m4½f,12.5f,Yielding,Turf,11,3,10.0,4,3787091,Ottilien (FR),4,F,133,10.0,Mikey Sheehy,Joseph Patrick OBrien,,104.0,Holy Roman Emperor (IRE),Vezina (FR),Bering
2023-06-23,IRE,Limerick,19:20,Tally Ho Stud Irish EBF Martin Molony Stakes,Flat,Class 1,1m4½f,12.5f,Yielding,Turf,11,2,,2,2567863,Shanroe (GB),9,G,135,17.0,Adam Caffrey,Karl Thornton,,103.0,Multiplex (GB),Pugnacious Lady (GB),Hernando
2023-06-23,IRE,Limerick,20:30,Twilight Package At Limerick Races Handicap,Flat,nan,2m1f,17f,Yielding,Turf,10,7,1.0,1,2642856,Tronador (IRE),7,G,129,4.33,Ben Coen,Gordon Elliott,,69.0,Lope De Vega (IRE),Autumn Leaves (FR),Muhtathir
2023-06-23,IRE,Limerick,20:30,Twilight Package At Limerick Races Handicap,Flat,nan,2m1f,17f,Yielding,Turf,10,11,2.0,8,4996613,Youcrackmeup (GB),3,F,114,5.0,Jamie Powell,Mrs John Harrington,,78.0,Cracksman (GB),Epic Emirates (GB),Dubawi
2023-06-23,IRE,Limerick,20:30,Twilight Package At Limerick Races Handicap,Flat,nan,2m1f,17f,Yielding,Turf,10,10,3.0,7,3761251,Chutzpal (IRE),4,G,115,23.0,Alan Persse,Eoin Doyle,,62.0,Markaz (IRE),Bridgets Fable (IRE),Champs Elysees
2023-06-23,IRE,Limerick,20:30,Twilight Package At Limerick Races Handicap,Flat,nan,2m1f,17f,Yielding,Turf,10,3,4.0,11,2672209,Rich Belief (GB),6,G,133,5.5,Adam Caffrey,Karl Thornton,,78.0,Make Believe (GB),Realt Eile (IRE),Dark Angel
2023-06-23,IRE,Limerick,20:30,Twilight Package At Limerick Races Handicap,Flat,nan,2m1f,17f,Yielding,Turf,10,9,5.0,4,3282268,Barometer (IRE),8,G,122,3.25,Mikey Sheehy,John Joseph Murphy,,62.0,Farhh (GB),Keilogue (IRE),Invincible Spirit
2023-06-23,IRE,Limerick,20:30,Twilight Package At Limerick Races Handicap,Flat,nan,2m1f,17f,Yielding,Turf,10,6,6.0,2,3096954,Dalvey (GB),6,G,128,26.0,Conor Stone-Walsh,James McAuley,,75.0,Dansili (GB),Lilyfire (USA),First Defence
2023-06-23,IRE,Limerick,20:30,Twilight Package At Limerick Races Handicap,Flat,nan,2m1f,17f,Yielding,Turf,10,1,7.0,6,3241339,Team Of Firsts (GB),5,G,132,21.0,Robyn Donaghue-Leahy,Patrick J Flynn,,82.0,Zoffany (IRE),Mount Crystal (IRE),Montjeu
2023-06-23,IRE,Limerick,20:30,Twilight Package At Limerick Races Handicap,Flat,nan,2m1f,17f,Yielding,Turf,10,5,8.0,9,2071797,Three Comets (GER),7,G,136,23.0,Nathan Crosse,Luke Comer,,76.0,Sea The Moon (GER),Tickle Me Pink (GB),Groom Dancer
2023-06-23,IRE,Limerick,20:30,Twilight Package At Limerick Races Handicap,Flat,nan,2m1f,17f,Yielding,Turf,10,4,9.0,3,1434786,The Jam Man (IRE),10,G,129,11.0,James Ryan,P J Rothwell,,76.0,Papal Bull (GB),Kathy Jet (USA),Singspiel
2023-06-23,IRE,Limerick,20:30,Twilight Package At Limerick Races Handicap,Flat,nan,2m1f,17f,Yielding,Turf,10,8,10.0,5,1516567,Landue (GB),8,G,119,101.0,Karen Kenny,Eamon Courtney,,66.0,Champs Elysees (GB),Time Of Gold (USA),Bankers Gold
2023-06-24,IRE,Down Royal,17:05,Weatherbys Digital Solutions Handicap,Flat,nan,1m5f,13f,Good,Turf,12,10,1.0,6,2735375,Londonofficecallin (IRE),6,G,127,5.5,Leigh Roche,E McNamara,,50.0,Alhebayeb (IRE),Elevator Action (IRE),Lord Shanakill
2023-06-24,IRE,Down Royal,17:05,Weatherbys Digital Solutions Handicap,Flat,nan,1m5f,13f,Good,Turf,12,2,2.0,5,3780003,Stoke The Fire (IRE),4,G,141,2.25,Colin Keane,W P Mullins,,64.0,Vadamos (FR),Jewel Of The Nile (FR),Authorized
2023-06-24,IRE,Down Royal,17:05,Weatherbys Digital Solutions Handicap,Flat,nan,1m5f,13f,Good,Turf,12,5,3.0,14,3826106,All In Peder (FR),4,G,140,7.5,Dylan Browne McMonagle,Emmet Mullins,,63.0,Reliable Man (GB),Parcimonie (GB),Nombre Premier
2023-06-24,IRE,Down Royal,17:05,Weatherbys Digital Solutions Handicap,Flat,nan,1m5f,13f,Good,Turf,12,9,4.0,8,1141221,Wild Shot (GB),9,G,126,9.5,Siobhan Rutledge,John C McConnell,,54.0,So You Think (NZ),Highland Shot (GB),Selkirk
2023-06-24,IRE,Down Royal,17:05,Weatherbys Digital Solutions Handicap,Flat,nan,1m5f,13f,Good,Turf,12,13,5.0,16,1936672,Mater Matuta (IRE),7,M,124,34.0,Rory Cleary,E D Delany,,47.0,Dawn Approach (IRE),Morning Bell (GB),Monsun
2023-06-24,IRE,Down Royal,17:05,Weatherbys Digital Solutions Handicap,Flat,nan,1m5f,13f,Good,Turf,12,1,6.0,4,4904816,Areana (IRE),4,F,141,11.0,Conor Maxwell,Denis Gerard Hogan,,64.0,Pride Of Dubai (AUS),Abeja (IRE),Azamour
2023-06-24,IRE,Down Royal,17:05,Weatherbys Digital Solutions Handicap,Flat,nan,1m5f,13f,Good,Turf,12,12,7.0,1,3098259,Enquire Within (IRE),7,M,121,34.0,Cian MacRedmond,F G Hand,,49.0,Excelebration (IRE),Malyana (GB),Mtoto
2023-06-24,IRE,Down Royal,17:05,Weatherbys Digital Solutions Handicap,Flat,nan,1m5f,13f,Good,Turf,12,11,8.0,11,3098246,Virtual Hug (IRE),5,G,127,23.0,Gavin Ryan,Conor ODwyer,,50.0,Buratino (IRE),Cotton Camera (IRE),Lilbourne Lad
2023-06-24,IRE,Down Royal,17:05,Weatherbys Digital Solutions Handicap,Flat,nan,1m5f,13f,Good,Turf,12,3,9.0,3,1495073,Wajaaha (IRE),8,G,141,41.0,Killian Leonard,Patrick J McKenna,,64.0,New Approach (IRE),Thaahira (USA),Dynaformer
2023-06-24,IRE,Down Royal,17:05,Weatherbys Digital Solutions Handicap,Flat,nan,1m5f,13f,Good,Turf,12,17,10.0,10,4175186,Universally (IRE),4,G,137,29.0,Jamie Powell,E J ONeill,,65.0,Acclamation (GB),Queen Of Power (IRE),Medicean
2023-06-24,IRE,Down Royal,17:05,Weatherbys Digital Solutions Handicap,Flat,nan,1m5f,13f,Good,Turf,12,6,11.0,9,1266494,Monoxide (GB),8,G,135,81.0,Daniel King,Neill McCluskey,,63.0,Galileo (IRE),Breathe (FR),Ocean Of Wisdom
2023-06-24,IRE,Down Royal,17:05,Weatherbys Digital Solutions Handicap,Flat,nan,1m5f,13f,Good,Turf,12,7,12.0,2,4027320,Striking (FR),5,G,140,5.5,Nathan Crosse,Mrs John Harrington,,63.0,Equiano (FR),Distinctive Look (IRE),Danehill
2023-06-24,IRE,Down Royal,16:25,BoyleSports Ulster Derby (Premier Handicap),Flat,nan,1m5f,13f,Good,Turf,9,1,1.0,6,4438565,Tower Of London (IRE),3,C,131,3.5,Killian Hennessy,A P OBrien,,99.0,Galileo (IRE),Dialafara (FR),Anabaa
2023-06-24,IRE,Down Royal,16:25,BoyleSports Ulster Derby (Premier Handicap),Flat,nan,1m5f,13f,Good,Turf,9,6,2.0,4,4648379,Ibrahimovic (IRE),3,C,122,5.5,Dylan Browne McMonagle,Michael Bell,,83.0,Le Havre (IRE),Isanous (FR),Zamindar
2023-06-24,IRE,Down Royal,16:25,BoyleSports Ulster Derby (Premier Handicap),Flat,nan,1m5f,13f,Good,Turf,9,3,3.0,5,4420150,Hippodrome (IRE),3,C,129,9.5,Colin Keane,A P OBrien,,90.0,Galileo (IRE),Lightning Thunder (GB),Dutch Art
2023-06-24,IRE,Down Royal,16:25,BoyleSports Ulster Derby (Premier Handicap),Flat,nan,1m5f,13f,Good,Turf,9,2,4.0,9,4405386,Young Ireland (IRE),3,C,130,15.0,Rory Cleary,J S Bolger,,91.0,New Approach (IRE),Ard Fheis (IRE),Lils Boy
2023-06-24,IRE,Down Royal,16:25,BoyleSports Ulster Derby (Premier Handicap),Flat,nan,1m5f,13f,Good,Turf,9,9,5.0,3,4299527,Malbay Madness (IRE),3,G,114,6.0,Siobhan Rutledge,Emmet Mullins,,80.0,Wings Of Eagles (FR),Star Search (GB),Zamindar
2023-06-24,IRE,Down Royal,16:25,BoyleSports Ulster Derby (Premier Handicap),Flat,nan,1m5f,13f,Good,Turf,9,5,6.0,8,4352832,Dubawi Spectre (GB),3,G,123,10.0,Nathan Crosse,Mrs John Harrington,,84.0,Dubawi (IRE),Spectre (FR),Siyouni
